Time A,Detector A,
0.000513,0,
0.000982,0,
0.001515,0,
0.011832,0,
0.019577,0,
0.024946,0,
0.027893,0,
0.028462,0,
0.028942,0,
0.075169,0,
0.09595,0,
0.162659,0,
0.163113,0,
0.163774,0,
0.164873,0,
0.165135,0,
0.165443,0,
0.165888,0,
0.166635,0,
0.167054,0,
0.167485,0,
0.167911,0,
0.168339,0,
0.168766,0,
0.169192,0,
0.169621,0,
0.170046,0,
0.17051,0,
0.170937,0,
0.171365,0,
0.172397,0,
0.172823,0,
0.173251,0,
0.173682,0,
0.174306,0,
0.174713,0,
0.175145,0,
0.175605,0,
0.176031,0,
0.176459,0,
0.176892,0,
0.177315,0,
0.177749,0,
0.178175,0,
0.178602,0,
0.179031,0,
0.179455,0,
0.179885,0,
0.180335,0,
0.180764,0,
0.181191,0,
0.181621,0,
0.182132,0,
0.182394,0,
0.182826,0,
0.183256,0,
0.183682,0,
0.184111,0,
0.184536,0,
0.184963,0,
0.185428,0,
0.185855,0,
0.186284,0,
0.186711,0,
0.187138,0,
0.187565,0,
0.187996,0,
0.188457,0,
0.1889,0,
0.189345,0,
0.189955,0,
0.190315,0,
0.190758,0,
0.191206,0,
0.191647,0,
0.192082,0,
0.193196,0,
0.193631,0,
0.194072,0,
0.194522,0,
0.194982,0,
0.195433,0,
0.195881,0,
0.196314,0,
0.196819,0,
0.19723,0,
0.197665,0,
0.198402,0,
0.198832,0,
0.19926,0,
0.199725,0,
0.200153,0,
0.200582,0,
0.201008,0,
0.201434,0,
0.201864,0,
0.202289,0,
0.202715,0,
0.203146,0,
0.203573,0,
0.204001,0,
0.204426,0,
0.206084,0,
0.206409,0,
0.206836,0,
0.207266,0,
0.207699,0,
0.208262,0,
0.208714,0,
0.20914,0,
0.209573,0,
0.210001,0,
0.210429,0,
0.210853,0,
0.211282,0,
0.211709,0,
0.212132,0,
0.212559,0,
0.213546,0,
0.214101,0,
0.214423,0,
0.214852,0,
0.215315,0,
0.215743,0,
0.216169,0,
0.216598,0,
0.217028,0,
0.217454,0,
0.217887,0,
0.218311,0,
0.218738,0,
0.219163,0,
0.219588,0,
0.220015,0,
0.220481,0,
0.220926,0,
0.221369,0,
0.22182,0,
0.222646,0,
0.223099,0,
0.223533,0,
0.223974,0,
0.224463,0,
0.22491,0,
0.225389,0,
0.225828,0,
0.226276,0,
0.226722,0,
0.227204,0,
0.22762,0,
0.22806,0,
0.228499,0,
0.229001,0,
0.229447,0,
0.230009,0,
0.230604,0,
0.23103,0,
0.231457,0,
0.231882,0,
0.23231,0,
0.232736,0,
0.233162,0,
0.234404,0,
0.234823,0,
0.235252,0,
0.235709,0,
0.236187,0,
0.236618,0,
0.237046,0,
0.237475,0,
0.237909,0,
0.238633,0,
0.239087,0,
0.239505,0,
0.239933,0,
0.24036,0,
0.24079,0,
0.241217,0,
0.241648,0,
0.242074,0,
0.2425,0,
0.242932,0,
0.243362,0,
0.243815,0,
0.244246,0,
0.244671,0,
0.2451,0,
0.245627,0,
0.246199,0,
0.246701,0,
0.247119,0,
0.247542,0,
0.24797,0,
0.248298,0,
0.248637,0,
0.248964,0,
0.24929,0,
0.249616,0,
0.249943,0,
0.250269,0,
0.2506,0,
0.25092,0,
0.251248,0,
0.251576,0,
0.251904,0,
0.252231,0,
0.252556,0,
0.252885,0,
0.25321,0,
0.253544,0,
0.254468,0,
0.254783,0,
0.255109,0,
0.256104,0,
0.256412,0,
0.256739,0,
0.257063,0,
0.257391,0,
0.257716,0,
0.258042,0,
0.258396,0,
0.258729,0,
0.259056,0,
0.25957,0,
0.259794,0,
0.26,0,
0.260194,0,
0.260375,0,
0.260553,0,
0.260728,0,
0.260906,0,
0.261081,0,
0.261262,0,
0.261477,0,
0.261659,0,
0.261957,0,
0.262165,0,
0.262343,0,
0.262521,0,
0.262697,0,
0.262874,0,
0.263053,0,
0.263231,0,
0.263431,0,
0.263608,0,
0.263785,0,
0.263964,0,
0.264141,0,
0.264318,0,
0.264497,0,
0.264678,0,
0.264855,0,
0.265032,0,
0.265208,0,
0.265469,0,
0.265756,0,
0.266087,0,
0.266416,0,
0.266747,0,
0.267077,0,
0.267404,0,
0.26773,0,
0.268062,0,
0.268414,0,
0.268744,0,
0.269073,0,
0.269405,0,
0.269931,0,
0.270221,0,
0.270545,0,
0.270873,0,
0.2712,0,
0.271526,0,
0.27185,0,
0.272177,0,
0.272501,0,
0.272825,0,
0.273155,0,
0.273479,0,
0.273815,0,
0.274139,0,
0.274956,0,
0.275287,0,
0.275601,0,
0.275929,0,
0.27626,0,
0.276588,0,
0.276918,0,
0.277246,0,
0.277576,0,
0.277773,0,
0.278207,0,
0.278534,0,
0.278864,0,
0.279193,0,
0.279523,0,
0.279853,0,
0.280183,0,
0.280511,0,
0.280838,0,
0.281164,0,
0.281496,0,
0.281825,0,
0.282154,0,
0.282484,0,
0.28281,0,
0.283177,0,
0.283505,0,
0.283843,0,
0.284172,0,
0.284497,0,
0.284827,0,
0.285154,0,
0.285497,0,
0.285756,0,
0.286079,0,
0.286403,0,
0.286723,0,
0.287046,0,
0.287371,0,
0.287699,0,
0.288079,0,
0.288411,0,
0.288733,0,
0.289058,0,
0.289381,0,
0.289705,0,
0.290056,0,
0.290573,0,
0.290885,0,
0.291263,0,
0.291581,0,
0.292222,0,
0.292563,0,
0.292916,0,
0.293468,0,
0.293781,0,
0.293962,0,
0.294281,0,
0.294676,0,
0.295646,0,
0.29594,0,
0.296245,0,
0.296552,0,
0.296857,0,
0.297163,0,
0.297468,0,
0.297774,0,
0.298079,0,
0.298389,0,
0.298721,0,
0.298925,0,
0.299121,0,
0.299316,0,
0.299537,0,
0.299943,0,
0.30028,0,
0.300816,0,
0.30122,0,
0.301734,0,
0.302264,0,
0.3028,0,
0.303431,0,
0.303673,0,
0.3044,0,
0.306225,0,
0.306765,0,
0.307433,0,
0.307802,0,
0.308587,0,
0.309156,0,
0.310269,0,
0.31092,0,
0.312748,0,
0.3131,0,
0.313449,0,
0.313815,0,
0.314151,0,
0.31451,0,
0.314847,0,
0.316047,0,
0.316466,0,
0.317044,0,
0.317355,0,
0.317667,0,
0.318015,0,
0.318607,0,
0.318966,0,
0.319288,0,
0.319605,0,
0.320123,0,
0.321084,0,
0.321396,0,
0.32171,0,
0.322072,0,
0.325217,0,
0.325547,0,
0.326366,0,
0.326694,0,
0.327073,0,
0.327465,0,
0.327783,0,
0.328109,0,
0.328444,0,
0.328791,0,
0.32912,0,
0.329489,0,
0.329804,0,
0.330338,0,
0.33067,0,
0.331021,0,
0.331403,0,
0.33177,0,
0.332142,0,
0.332492,0,
0.332875,0,
0.333577,0,
0.334124,0,
0.334446,0,
0.334766,0,
0.335105,0,
0.335449,0,
0.335754,0,
0.336072,0,
